description,file
"An arrow is drawn between the question stem about pyramids to the student's chart about pyramids
",b01b0948-047c-4c40-8998-d031ad2065b0.jpg
"A T-chart is drawn classifying prisms as A, C,D and pyramids as E,B. 
",7fe2c37b-b324-419a-a474-c5308886d026.jpg
"underlined $54 and underlined 60%  wrote g next to the word goal. 
",2918190d-f427-4f5e-b92f-119b862e5b61.jpg
"Shape A is labeled Prism
",a5c35949-5fa4-462b-af56-5d28a3039d32.jpg
"Shape B is labeled Pyramid
",fdb3db13-d217-4b5c-a708-c1fd41cce1d6.jpg
"Shape C is labeled Prism
",4448358a-43b0-4334-ae56-6343a6dbee78.jpg
"Shape D is labeled Prism
",a00c44e8-7fac-4b47-afa1-63d9d0c71340.jpg
"Shape E is labeled Pyramid
",f2d75abb-3c05-49a5-8755-a53247ea7c2b.jpg
"the first number line has values and expressions using powers of 10 with negative exponents, and the second number line has values and expressions using powers of 10 with positive exponents
",679c2488-2b30-4b68-8281-13b8ce9871b6.jpg
"Number line with starting values 0,\ 1\cdot10^{13} and ending value 10^{13}  followed by an annotation that the ending value is wrong
",a0849d52-5c99-4899-ba84-3ca23ff8c84d.jpg
"describe model here1\cdot10^{35}\ \div\ 1\cdot10^{11}\ =\ 1\cdot10^{24}  in expanded form
",e4c29ad4-8555-494e-a592-0cea70e76d6b.jpg
"Number line with starting values 0,\ 1\cdot10^6 ...9\cdot10^6 and the incorrect end value of 10^6 
",b6948d5f-f65d-4cfe-a2e4-b6befd7065d1.jpg
"Number line with starting values 0,\ 1\cdot10^6 ...9\cdot10^6 and the incorrect end value of 10^6
",cbf423e1-6135-448f-92e1-bca60acbb998.jpg
"standard long division of 1000 divided by 80 equaling 12.5
",4424670c-7a89-4394-a0ae-78e4ec5a3675.jpg
"a line with 8 1cm markings on the left and 8 10 m markings on the right hand side. 8 cm and 80 m labeled at the top. 
",c2adddd6-8180-4a02-8538-d38c242d0679.jpg
"Coordinate plane with labeled points A = (1, 3) B = (3, 3) C = (3, -2) D = (-2, -2) E = (-2, 0) F = (0, 0)  (2, 0) H = (1, 2) I = (1, 3) and lines connecting vertices to create polygon
",7c89be5c-ada7-4ada-8236-c67807c936e9.jpg
"drew an additional triangle at the bottom of the polygon. Drew a line threw the top of the polygon to decompose it as a triangle
",5f2b3cd5-36a9-4f21-a9f8-8e1c322fe44d.jpg
"counter marks are along the right side and the top of the polygon. The student also marked the top vertex of the polygon as H and the bottom as B
",68321610-3d4f-4a35-bc8b-8d0f865d4441.jpg
"shows lines to break the polygon into 2 triangles and 1 rectangle. Also marks up each unit to count the units inside the polygon
",fa9d6e5f-4706-4480-b53b-6427f0eb2273.jpg
"shows  6 units of counters up the left side of the polygon and labels it 6. Shows 4 counters on the right side of the polygon and labels it 4
",63240fa0-d1b0-4172-8f1b-2e5b368d3afb.jpg
"Horizontal table labeled with a Y on the top row and an R on the bottom row. The top row has a total of 12 circles that are split into groups of 3. The bottom row has a total of 4 circles that are split into groups of 1. 
",18ce2b60-81d3-41ab-90d8-6aaa6f474c37.jpg
"Horizontal table labeled with a Y on the top row and an R on the bottom row. The top row has a total of 6 circles that are split into groups of 3. The bottom row has a total of 2 circles that are split into groups of 1. 
",bf42231e-07a9-4a22-a7a5-f5b1f9c6eda9.jpg
"Crosses out figure A and marks lines within figure A and shades in the center of the star and labels figure A as overlapping lines. Figure B has a check mark and lines through the middle of the star
",8ecf8a19-5cb6-47ac-9027-d699d4319959.jpg
"draws two lines inside the polygon to decompose it into 2 triangles and 1 rectangle
",4eade0d2-86c4-493c-97f2-527e050849b6.jpg
"Draws multiple lines to decompose the polygon. Adds additional triangles along the borders of the polygon to form a rectangle. labels right side B
",85c7d0e0-b0b6-4c01-bf27-f86751f15ae0.jpg
"drew lines through each unit inside of the polygon
",461aa7dd-bb89-412c-920f-2c6d2cbcb7d0.jpg
"drew lines across the top of the polygon to decompose into a triangle. Drew counter marks along the bottom and the right side of the polygon. Added a triangle along the base of the polygon and shaded those units in
",da6451fb-9b3e-4cb1-a737-c2c2a804bbf0.jpg
"Rectangle broken down into the given square with 2 littile triangles and 2 big triangles. Model shows how 2 little triangles equals the given square and how two big triangles make a bigger square.
",08d3dd85-82c7-425d-8ba2-404cfc56f32b.jpg
"Rectangle is broken down into the given square and 6 triangles.
",d1f99d3d-55c2-43b6-87b9-408d419d258d.jpg
"Rectangle divided in four rectangles in white. Pencil marks show the given square, 2 small triangles, and 2 large triangles.
",ceb82f0b-dfb0-425e-ae3a-cc8531d4c0e5.jpg
"Rectangle divided into the given square and 6 triangles of the same size.
",58e6e58c-4a1b-4c0e-8bf2-77f7e25e5016.jpg
"Rectangle divided into 2 small triangles, 2 big triangles, and a square.
",306bc6ad-68ca-40f4-baa4-ff637306cc90.jpg
"12 circles in a horizontal line with 4 triangles underneath it in a horizontal line.
",951a722a-ab21-4358-842c-ae67a7ece976.jpg
"6 circles in a horizontal line with 2 triangles underneath it in a horizontal line.
",74f43cfa-23e6-490d-8b81-b8dfe01ce188.jpg
"Cross out 60% and wrote [NOT READABLE QUALITY]
G
",94a91f55-e10e-42c5-bc59-76927e709b71.jpg
"10 squares lined up horizontally followed by an arrow pointing to the left followed by the words yellow water. 4 squares lined up horizontally underneath the 10 squares, followed by an arrow pointing to the left, followed by the words 4 Red water.
",f522a652-d442-42c5-95a2-9ce2357a9f05.jpg
"6 squares lined up horizontally followed by an arrow pointing to the left followed by the words yellow water. 2 squares lined up horizontally underneath the 6 squares, followed by an arrow pointing to the left, followed by the words Red water.
",54752268-a5e7-4a08-b3e5-7ce1822c10ab.jpg
"a variable f under the word fundraising
",d948195c-fb6e-45fb-b8b2-f7dbd210b991.jpg
"coordinate plane with points (1, 3)  (3, 3) (3, -2) (-2, -2) (-2, 0) (0, 0) (0, 2)  (1, 2) (1, 3), not labeled with letters, and lines connecting vertices to create polygon, side lengths of polygon labeled 2, 5, 5, 2, 2, 2, 1, 1, respectively
",64c75e9f-cb38-4569-90e2-71b431f10189.jpg
"Coordinate plane with labeled points B = (3, 3) A = (3,1) C = (3, -2) D = (-2, -2) E = (-2, 0) F = (0, 0) G = (0, 2) H = (1, 2) I = (1, 3) and lines connecting points to create polygon
",b40311bf-fda4-4788-bbf8-3865409fcb4c.jpg
"coordinate plane with points (1, 3)  (3, 3) (3, -2) (-2, -2) (-2, 0) (0, 0) (2,0)  (1, 1) (1, 3), not labeled with letters, and lines connecting points to create polygon
",78ea5cd0-1cf5-4d22-a824-de69411059d9.jpg
"Coordinate plane with labeled points A = (1, 3) B = (3, 3) G =  (2,0) C = (3, -2) D = (-2, -2) E = (-2, 0) F = (0, 0) H = (1, 2) I = (1, 3) and lines connecting points to create polygon
",bb41e4f1-3f28-48ae-ae0d-3422d409da0f.jpg
"Coordinate plane with labeled points A = (1, 3) B = (3, 3) C = (3, -2) G = (2, 0) H = (1, 2) F = (0, 0) E = (-2, 0) D = (-2, -2) (1, 3) and lines connecting points to create polygon
",d74166cc-0d67-41a0-85ce-0566700381f6.jpg
"Prism is written below shape A
",1ada0970-4e9f-41ba-a7b4-b885ca0e4c19.jpg
"Pyramid is written below shape B
",61032862-8d17-4aef-8adb-0eaad5900ada.jpg
"Prism is written below shape C
",95d08823-762b-4f28-8df3-a6d67a20c670.jpg
"Prism is written below shape D
",29ae2292-0ff6-4c30-be77-e6e8ecb3e6ef.jpg
"Pyramid is written below shape E
",f05b5bc7-bafd-4880-af01-4cd5f7858775.jpg
"Rectangle is split into the given triangle, 2 small triangles, and 2 big triangles.
",389a856b-6a2c-49c2-b4b5-4ccc96fe08e6.jpg
"1 square with arrow drawn to center of figure
",d46e2efa-27b4-45d1-b60c-7ad5dde749a5.jpg
"2 big with an arrow drawn to figure
",e7eb5254-1bf5-467a-94cb-f6ec47a84dcf.jpg
"s small with an arrow drawn to center
",3b8ec8eb-6772-4018-990e-c8e2498cc613.jpg
"best definition or description of a polyhedron is underlined
",95accd27-3b77-4725-ad5e-dfcf76116500.jpg
"use the terms you learned in
",b007980e-af5c-4ad4-ac46-0e80def4251d.jpg
"this lesson
",614d33ef-6f74-4292-ab0f-ee2d3edb8611.jpg
"Shape D is classified as a prism
",4ea51d8d-3a5c-472c-b899-c074347a43d6.jpg
"A key is written where X=pyramids and O=prism
",653d9764-5c66-4acf-bb92-208fa98a6c21.jpg
"There are three tape diagrams. One is divided into 4 parts, one into 3 parts, and one into 2 parts. Inside each part of the tape diagrams the number 21 is written
",7da57c86-be2c-4b87-9cab-10ba2d8bac51.jpg
"Prism is written next to shape A. Pyramid is written next to shape B. Prism is written next to shape C. Prism is written next to shape D. Pyramid is written next to shape E.
",637a660c-c490-42b8-b577-5c6e140647e9.jpg
"The student drew three tape diagrams. The first tape diagram is divided into 4 parts, the second tape diagram is divided into 3 parts, and the third tape diagram is divided into 2 parts. The number ""21"" is written in each part of the tape diagrams.
Above the first tape diagram they wrote ""84""
To the left of the second tape diagram they wrote ""63
To the left of the third tape diagram they wrote ""42""
",b39e72be-a6ef-447c-b084-4d35d5b35c21.jpg
"dPrism is written next to shape A. An arrow connects the word prism to shape A.
Pyramid is written next to shape B. An arrow connects the word Pyramid to shape B.
Prism is written next to shape C. An arrow connects the word prism to shape C.
Prism is written next to shape D. An arrow connects the word prism to shape D.
Pyramid is written next to shape E. An arrow connects the word Pyramid to shape E.

",78cd4259-5617-451c-8472-e620931ad16c.jpg
"labeled the left side of the polygon 7. labeled the right side of the polygon 4
",8f33f4d8-b3b1-4855-84c7-c0c65d8b5647.jpg
"coordinate plane with points (1, 3) (3, 3) (3, -2) (-2, -2) (-2, 0) (0, 0) (2,0) (1,1) (1, 3), not labeled with letters, and lines connecting points to create polygon
",007cf06f-2844-407d-876d-73c354618483.jpg
"coordinate plane with points (1, 3) (3, 3) (3, -2) (-2, -2) (-2, 0) (0, 0) (0, 2) (1, 2) (1, 3), not labeled with letters, and lines connecting points to create polygon
",0afa6de4-8a61-421c-8a50-5b26937a4071.jpg
"coordinate plane with point (-2,2) and increasing line connecting to point (1, 3) with horizontal line connecting to point (3, 3) not labeled with letters
",f91a7d0e-3cd0-44fc-815e-09cea738fc54.jpg
"coordinate plane with points (2, 3) (3, 3) (3,1) (3, -2) (-2, -2) (-2, 0) (0, 0) (2,0) (2,3) not labeled with letters, and lines connecting points to create polygon
",f08208f3-9516-4820-b5a9-adbcd49faff5.jpg
"coordinate plane with points (2, 3)  (3, 3) (3,1) (3, -2) (-2, -2) (-2, 0) (0, 0) (1, 0) (1.5, 1) (1.5, 3) (2 ,3), not labeled with letters, and lines connecting points to create polygon
",a070b668-f56b-408c-953f-03cd05406a28.jpg
"coordinate plane with points (1, 3)  (3, 3) (3, -2) (-2, -2) (-2, 0) (0, 0) (2, 0)  (1, 2) (1, 3), not labeled with letters, and lines connecting points to create polygon
",a11400eb-87d8-40ea-a3f6-b8f7a4775553.jpg
"coordinate plane with points (3, -2) (-2, -2) (-2, 0) (0, 0) (0, 2)  (1, 2) not labeled with letters, and lines connecting points to create polygon
",8390ed6c-a510-4c61-9e8a-1020b9b23ac0.jpg
"Student created a table comparing ratios of time to percent, starting with 20:100, 16:80, 4:20, and identified with each ratio how much more or less in units each is
16 min
",01379c9d-786d-4fbd-bbba-126fd9cfbd07.jpg
"Student created a table comparing ratios of time to percent, starting with 20:100, 16:80, 4:20, and identified with each ratio how much more or less in units each is
16 mins
",85a60f6e-aa17-441f-a450-b8e06dd829fd.jpg
"Student created a table comparing ratios of time to percent, starting with 20:100%, 16:80%, 2:10%
16 minutes
",b300ed5c-30a1-4456-bd38-34f2ce488a9a.jpg
"The student drew three tape diagrams divided into 4, 3, and 2 parts. Inside each tape diagram part they wrote ""21""
Next to the 4-part tape diagram they wrote ""84""
Next to the 3-part tape diagram they wrote ""63""
Next to the 2-part tape diagram they wrote ""42""
",c19b2657-9e9e-448e-baab-9a3e72d58a52.jpg
"Student created a tape diagram with each equal part representing 2 units and shading all but 2 parts

16
",c1791b43-4132-42d9-a404-3d35df39190f.jpg
"Student created a table comparing ratios of time to percent, starting with 20:100, 16:80, 4:20, and identified with each ratio how much more or less in units each is
16 minutes
",4e76a844-af18-498e-9678-54647a2b4588.jpg
"Student created a table comparing ratios of time to percent, starting with 20:100, 16:80, 4:20, and identified with each ratio how much more or less in units each is
",accfd6a4-325c-40be-9b60-a7f8aa6a9e75.jpg
"number line with 80 mt above, and 8 tick marks
",ec151355-2d7f-4c94-8991-999e9790acb4.jpg
"Student created a table comparing ratios of time to percent, starting with 20:100, 2.08:80, 0.52:20, and identified with each ratio how much more or less in units each is
",547cb903-0cab-483b-bcc2-d934d8adc4b7.jpg
"rectangle with 1 cm labeled on one side length and 80 m on the other side length
",6a6776da-5ce0-44c2-98c3-504cbb0d715a.jpg
"The student drew three tape diagrams. The first one is labeled ""k"" and divided into 4 part. The second one is labeled ""P"" and divided into 3 parts. The third one is labeled ""D"" and divided into 2 parts. They wrote ""21"" in each section of the tape diagrams
",02dc2e6d-bc22-459f-8169-6b22c0235f2d.jpg
"Student created a table comparing ratios of time to percent, starting with 20:100, 2:10, 16:80, and identified with each ratio how much more or less in units each is
16 minutes
",13ef6165-9576-405a-9ac9-819bd77fed3d.jpg
"line from left to right: start, space for 12, space for 52.5, space for 15, 80 meters underneath
",9dc3cd5b-18d5-4f37-a32f-ede6ea43909e.jpg
"Student draws double number line representing 10% equal to 2 minutes for each tic mark
",68d9b6b3-d055-4c68-afa6-4adc93ae9e0b.jpg
"line from left to right: Start, space for 12 m, 7 spaces (one has a ? underneath), space for 15.5 m, finish, 80 m above
",381d32b3-7490-4118-94e9-6044fcbcfb59.jpg
"The text ""Two pounds"" and ""cost $6"" is underlined.
",383edecd-60f7-40df-afc1-83428be2abb6.jpg
"Row two of the table is labeled with a circled ""A"". Row three of the table is labeled with a circled ""B"".
",eeef0445-4657-4d56-83af-56873e127add.jpg
"Student created a line model comparing time to percent, but increased the time by 80% instead of decreasing the time to 80%
",8fc2399a-e1e3-4b38-861c-0ce61e477d2d.jpg
"Student created tape diagram with 4 parts representing 20 each, but also representing 10 each. Student identifies the whole as 80%, but also 40
",18bae9dc-5ea8-47da-bd92-6d8f672b6731.jpg
"Student labels each part of the tape diagram as 5 but identifies one part also at 10 min and 2 parts as 20 min
",c4eb7c38-11d8-4d08-a2c0-15194475e32b.jpg
"There is a long rectangular tape diagram divided into 5 equal size parts, each containing x+2 .  Above it is the number 30. 
",e10efc60-791c-4c11-9864-6b16ebf35824.jpg
"There is a long rectangular tape diagram divided into 4 equal size parts, each containing x , and the 5th part contains  x+2 .  Above it is the number 27. 
",bbfb0323-e6a6-46f8-a88b-15ab83af8661.jpg
"Student created a table comparing ratios of time to percent, starting with 20:100, 16:80, 2:10, and identified with each ratio how much more or less in units each is
",e4141240-5d9c-414a-a50f-9e4971038587.jpg
"There is a long rectangular tape diagram divided into 5 equal size parts, each containing  a+2   . Above it is a line from the first box to the last, and the number 30.
",708f6d63-c624-472d-88d9-5690f05742ec.jpg
"There is a long rectangular tape diagram divided into 5 equal size parts, each containing  x , with onea+2 additional part containing 12  . Above it is a line from the first box to the last, which is labeled [ILLEGIBLE]
",c3744f70-2a2d-4445-9dbc-8326469f4e57.jpg
"Student creates a tape diagram separated into 5 equal parts each representing 20% of the whole or 4 minutes. Student then shades 4/5 of the parts or 80% which equals 16 minutes
",c319ad4b-3776-496b-a189-c6c1c52752e6.jpg
"Student created a table comparing ratios of time to percent, starting with 20:100, 2:10, 16:80 and identified with each ratio how much more or less in units each is
",72d9a518-c24e-452b-8ab8-5b4506849ca4.jpg
"Student created a table comparing ratios of time to percent, starting with 20:100, 2:10, 16:80, and identified with each ratio how much more or less in units each is

It takes Andre 16 minutes to walk to school
",b7be87b9-80c3-4029-8de4-aa52209ac2b1.jpg
"There is a long rectangular tape diagram divided into 5 equal size parts, each containing  x+2  . Above it is a line from the first to the last box along with the number 30.
",214fe54a-7f70-4880-b335-e97112022b7a.jpg
"There is a long rectangular tape diagram divided into 6 equal size parts, with the first 5 parts each containing x , and the last part contains 2. Above it is a line from the first to the last box along with the number 27.
",7c14ef58-0c33-40db-8a7a-4d4ebafc9b1d.jpg
"Student represents tape diagram broken into 10 equal parts each representing 2 minutes (10%). Student identifies that 8 parts or 16 minutes = 80%
",a5db3373-d42e-4e37-a665-4a509452b052.jpg
"A box with top row labeled b and bottom row labeled a. The top row contains 2\div2=1 and 6\div2=3. The bottom row contains 6\div6=1 and 2\div6=\frac{1}{3}.
",bc9f32fb-ee47-4b92-a64b-82020e171e25.jpg
"Row two of the table is labeled with a boxed in ""a"" in front of the table. Row two of the table is labeled with a boxed in ""a"" at the end of the table. Row three of the table is labeled with a boxed in ""b"" in front of the table. Row three of the table is labeled with a boxed in ""b"" at the end of the table.
",06982318-8bf9-4e29-90f7-2e50a71ea8e4.jpg
"underlined $54 and 60% . Wrote g next to goal
",3a847f92-26c6-41e1-8352-298a5c3396d2.jpg
"There is a long rectangular tape diagram divided into 5 equal size parts, each containing x+2   . Below it is the number 30.
",b248dbc0-921e-4543-ba06-46296ef04125.jpg
"There is a long rectangular tape diagram divided into 5 equal size parts, the first contains  x+2, the rest just have x  . Below it is the number 27.
",047fe0fb-3d3c-432c-a8b0-891495e09fef.jpg
"Student creates a tape diagram separated into 10 equal parts each representing 2 minutes with a total of 20 min
",faae23bf-2ef1-4939-b7fa-7ef07c50e268.jpg
"An arrow labeled 2\div  is drawn from row one to row three of the table.
",7e33a92e-8dd0-43f6-bbb5-9ffc97f8f7c4.jpg
"An arrow labeled \div6  is drawn from row one to row two of the table.
",4f0f63cd-3a63-4fdb-921f-2687356e5a3c.jpg
"Row two of the table is labeled with ""(a)"". Row three of the table is labeled with ""(b)"".
",d703a3c8-8b69-4e37-a327-a74dcc2b9460.jpg
"There is a long rectangular tape diagram divided into 5 equal size parts, each containing  x+2   . 
",70d1e0a8-bdd9-4228-bb44-4e48a9b99a3e.jpg
"Row two of the table is labeled with ""A"". Row three of the table is labeled with ""b"".
",4a59b166-2f41-418a-9289-5c4a4b88f32a.jpg
"60\%=0.6 . g next to the word goal.

",0e91c776-d8d5-4277-97a8-12199545ddae.jpg
"6 is divided by 2 with a quotient of 3 using the long division standard algorithm. Under the division symbol, 6 is subtracted from 6, with a horizontal line beneath it. 0 is written underneath the line.
",e7df05f4-5902-4764-83d6-99ef6ac49b10.jpg
"Row two of the table is labeled with ""a"". Row three of the table is labeled with ""b"".
",6c71b34b-b9e2-4833-9ff6-53b83c77e57e.jpg
"The word ""per"" is circled.
",922f1f19-131f-4661-8a38-84a389a9ffc1.jpg
"There is a long rectangular tape diagram divided into 5 equal size parts, each containing  a+2   . Above it is the number 30.
",d3442499-e157-46e6-9dd1-3ee5228a2030.jpg
"One long tape diagram, first with 5 equal parts containing x, then one more which contains 12
",e2741325-30a5-4103-8cdd-55c7959d42be.jpg
"student wrote product 3440, moved decimal places to the left 4 places to account for valuation of numbers in the orginal question
",c6b6987a-f0cc-4d4e-af2a-ba7c1f22a664.jpg
"There is a long rectangular tape diagram divided into 5 equal size parts, each containing  x+2   . Above it is the number 30.
",cb7a96d2-ad90-46ab-8167-f58d51cbe915.jpg
"student wrote product calculated and moved decimal from far right side of number
",4fa27568-0724-4df6-90e0-4d71decd5cc7.jpg
"cube with length labeled as 4 in, width labeled as 4 in, height labeled as 3\ \frac{1}{2} 
",c114e109-c690-42b6-8be9-71156a461e00.jpg
"There is a long rectangular tape diagram divided into 5 equal size parts, each containing  a+2  . Above it is the number 30.
",a90fc454-5277-42ce-bad4-4d2298f8b648.jpg
"There is a long rectangular tape diagram divided into 6 equal size parts, each  of the first 5 parts containing  C, and the final part contains 2  . Above it is the number 27.
",6b6c452f-6aa7-4691-8d80-e8b365602b5a.jpg
"Long division is setup. 2.0 is written beneath the division symbol and 6 is written in front of the division symbol. 
",749ac3f6-3260-4123-beb7-585230679803.jpg
"Row two of the table is labeled with ""A"" to the left of the table. Row three of the table is labeled with ""B"" to the right of the table.
",a2a1921f-a429-4e49-b005-7b0e78608c38.jpg
"cube with the width and length both labeled as 4
",cd3910e1-ccdd-466e-8dfc-6afb9336fcee.jpg
"two rectangles drawn. One has 7 vertical lines in it. The other has 7 vertical lines and 4 horizontal lines going halfway up the rectangle
",e44f549c-7334-45d1-b6b8-e2480e0654d1.jpg
"Row two of the table is labeled with ""A"" to the left of the table. Row three of the table is labeled with ""B"" to the left of the table.
",58140495-7ef9-4956-8b73-1995b7da316c.jpg
"Row two of the table is labeled with a circled ""A"" to the left of the table. Row three of the table is labeled with a circled ""B"" to the left of the table.
",12088b35-eea1-4d02-bb33-2c5cfd2584c8.jpg
"""A"" is circled. The words ""it's the weight per $1 of grapes."" are underlined. ""B"" is circled. The words ""it's the price per pound of grapes."" are underlined. 
",5ed5344d-2d20-4ba1-93a4-051081274fd2.jpg
"2.0 is divided by 6 with a quotient of 0.3 using the long division standard algorithm. Under the division symbol, 18 is subtracted from 20, with a horizontal line beneath it. A 0 is written after 2.0 with an arrow pointing downward below it. 20 is written underneath the horizontal line.
",1cf11637-f0c3-4961-8756-63745a9609ad.jpg
"To the left of row one of the table, 6\div is written.
",4537b7cf-c31d-445e-9a3f-66e3d8658fde.jpg
"An arrow labeled \div6 is drawn from row one to row two of the table.
",96d3875f-ec17-40f0-a227-f76de3c5202c.jpg
"Student moved decimal one place value to the right, making the number 1.6, 16.  Student moved decimal three place value to the right, making the number 0.215, 215.
",fb1e3bab-2eb2-4678-96f2-04a4996ffd71.jpg
"rectangular prism. Length is labeled as 8 and 4. Width is labeled as 8 and 4. Height is labeled 3.5. Smaller square with side length labeled \frac{1}{2} 
",814684b2-1b86-4e60-8ae0-a1749999caac.jpg
"An arrow labeled \div2  is drawn from row one to row three of the table. An arrow labeled 6\div is drawn from row one to row two of the table.
",7fd30d29-add9-4bd7-87ec-177c4913daa0.jpg
"An arrow labeled \div2  is drawn from row one to row three of the table. An arrow labeled \div66\div is drawn from row one to row two of the table.
",9cc4181a-40e3-42d5-851f-455d788258eb.jpg
"The letter ""A"" is circled. The letter ""B"" is circled.
",4cd345b6-b548-461b-8339-fdad3fd739fa.jpg
"6\div is written to the left of row one of the table. 3\div3= is written next to an arrow that points to the number 1 in row three of the table. 
",ce7caeda-309c-433b-8939-f4cb5332a551.jpg
"\div6 is written to the right of row one of the table. \div3 is written to the right of row two of the table.
",860963c7-a142-46c6-bc4d-8c30b25ff8a6.jpg
"""A"" is written and circled to the right of the table. ""B"" is written and circled beneath ""A"".
",7f9a3043-4563-464e-bc37-4bff4e2fa539.jpg
"The blank cell in row two of the table is labeled with ""A"". The blank cell in row three of the table is labeled with ""B"".
",27416920-6cf6-4cbe-b11f-81635da0cdf9.jpg
"28 is multiplied by 4 using the standard algorithm for multiplication. 28 is written above \times4  with the 8 and 4 aligned to the right. 3 is written above the 2 in 28. A horizontal line is drawn below the \times4. 2 is written beneath the horizontal line, inline with the 8 and 4.
",1391addd-8ea1-44f8-beea-4997c37331a4.jpg
"The text ""Explain the meaning"" is underlined.
",b51921d9-ea4d-4c5a-b983-b67d499b5b28.jpg
"""A"" is circled. ""B"" is circled.
",043bc2ad-cf17-409e-b3c7-8bba07be4788.jpg
"boxed the word equation
",9072c6a0-2f3d-4bac-9c55-9a34a80f184d.jpg
"circled $54
",245499dd-1112-48f6-b8b7-540a2454d06e.jpg
" boxed the word equation 
",6307e47e-a024-4edc-b3f7-3cdf690cce61.jpg
"coordinate plane with points (1, 3)  (3, 3) (3, -2) (0, -2) (-2, -2) (0, 0) (0, 2)  (1, 2) (1, 3), not labeled with letters, and lines connecting points to create polygon
",683375ef-1519-4716-a8b0-02bfbbc9b255.jpg
"coordinate plane with points (1, 3)  (3, 3) (3,1) (2,0) (0, 0) (-2, 0) (-2, -2) (1, 2) not labeled with letters, and lines connecting points to create polygon
",a482c2aa-322f-43c9-b5f4-283f9e5e8ef5.jpg
"coordinate plane with points (1, 3)  (3, 3) (3, -1) (-2, -1) (0, 0) (-2, -2)  (-2, 3) (1, 3), not labeled with letters, and lines connecting points to create polygon
",4ae6f4b5-e4f7-4bbe-9b74-ccb0a9ef7792.jpg
"Line from left to right: STart, space for 12m, 7 spaces, space for 15.5m, finish
",5d146547-9ec9-4505-aa98-2498ba0a10cf.jpg
"One tape diagram divided into 4 equal parts/boxes with 5 inside each part, and a line connected the first part to the last with the number 20.
",5f35a88f-3f3b-4eb5-a0ff-e412f11cdb2f.jpg
"line from left to right: space for 12 m, middle space labeled 52.5 m, 5 spaces (one labeled 10.5 m), space for 15.5m, total 80 m
",7afbea09-d6eb-410c-8ba7-1c722fb7ba5f.jpg
"line from left to right: Start, space for 12 m, 7 spaces, space for 15.5 m, finish
",cc9d9a58-6730-4c4b-bbc9-9085da649c22.jpg
"
﻿59.500−40.125 with 59.500 over 40.125. Rightmost 0 is crossed out with 10 written above it. Left 0 is crossed out and has 9 written above it.  Below the 40.125 is a line. Below the line is 19.475
",aa98aebb-e3e4-4ed9-bbfc-85b3069789e3.jpg
"
10.00−1.92 with 10.00 above 1.92. 1 is crossed out and 0 is written above it. The first 0 is crossed out with 9 written above it. The next 0 is crossed out with 9 written above it. The final 0 is crossed out with 10 written above it. Below 1.92 there is a line. Below the line is 8.08
",2ff4243a-d205-472f-996c-b9b6cfa0bbff.jpg
"
﻿59.500−40.125﻿ with 59.500 over 40.125. Rightmost 0 is crossed out with 10 written above it. Left 0 is crossed out and has 9 written above it. 5 is crossed out has 4 written above it. Below the 40.125 is a line. Below the line is 19.375
",3404acab-ef9e-4a13-bafd-a489a4d8be1b.jpg
"
﻿59.500−40.125  with 59.500 over 40.125. Rightmost 0 has a 1 in front to make 10. Left 0 is crossed out with [NOT READABLE HANDWRITING] written above it. 5 is crossed out has 4 written above it. Below the 40.125 is a line. Below the line is 19.185
",3339e745-07a1-4cb3-98d3-71d9e17062b8.jpg
"
10.000−1.192 with 10.000 above 1.192. 1 is crossed out and 0 is written above it. The first 0 has a 1 in front of it to make 10. The next 0 is crossed out with 9 written above it. The penultimate 0 is crossed out with 10 written above it and 9 written above the 10. The final 0 is made into a 10. Below 1.192 there is a line. Below the line is 09.80 kilometers
",b739e9ec-1136-4243-ad5f-bbff826c3bcb.jpg
"
﻿59.500−40.125 with 59.500 over 40.125. Rightmost 0 is crossed out with 10 written above it. Left 0 is made into a 10 then is crossed out and has 10 written above it. Below the 40.125 is a line. Below the line is 19.485 in
",bc048900-54b9-431f-9e6d-cd67c7631631.jpg
"
59.500−40.125 with 59.500 over 40.125. Rightmost 0 is crossed out with 10 written above it. Left 0 has a 10 written above it, which is crossed out and has 9 written above it. 5 is crossed out has 4 written above it. Below the 40.125 is a line. Below the line is 19.365
",fab8d3d8-0599-4a74-a394-d69d511abc0d.jpg
"
﻿59.500−40.125 ﻿ with 59.500 over 40.125. Rightmost 0 has a 1 in front to make 10. Left 0 is crossed out and has 9 written above it. 5 is crossed out has 4 written above it. Below the 40.125 is a line. Below the line is 19.375
",e01d2625-7efd-4a20-b581-4cfe9e308488.jpg
"draws triangles at the top and the bottom of the polygon, creating a rectangle around the figure
",c52e7e55-c898-42bd-9434-83617ef9e9ee.jpg
"59.5\ +\ 40.125. Above the first 5 is a 1. Above the 9 is a 1. Under 40.125 is a line. Below the line is 10.0620
",ce1168ae-44ab-48c3-8cc9-a1436685ac1f.jpg
"one tape diagram labeled ""6 dough"".  6 boxes are drawn and the number 1 is written inside of each.  6 is written outside to the right.  another tape diagram is labeled ""4 sauce"". 4 boxes are drawn and the number 1 is written inside of each.  4 is written outside to the right.
",7de5d22a-b44e-4ad1-82c4-03ab998a2c87.jpg
